country_l,state_l,city_l,zip_l,addr_l,lat_l,lng_l,name_l,store_id_l,gid_l,country_r,state_r,city_r,zip_r,addr_r,lat_r,lng_r,name_r,store_id_r,gid_r,dist
United States,NY,New York,10038,52 Fulton St,40.708279,-74.004868,McDonald's,2,b4b5aefa330956cf647c6c44d553659c907fbdf2,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,0.284783698698821
United States,NY,New York,10022,966 3rd Ave,40.760838,-73.967323,McDonald's,3,527d9a3951cc9d4b3f18ad3d3cff1f845485d439,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,4.19818767131925
United States,NY,New York,10023,2049 Broadway,40.777901,-73.982472,McDonald's,4,ace741739946b4cdd9dc89a867539992160b2d2f,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,4.94627461164814
United States,NY,New York,10036,220 W 42nd St,40.756393,-73.988039,McDonald's,5,b549a1c8431baba2b6058eed8b16b36980214df1,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,3.44350568843662
United States,NY,New York,10019,1651 Broadway,40.762244,-73.983757,McDonald's,6,63cfb18b3816d02b5012e67d47a245266826dd22,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,3.90024501601821
United States,NY,New York,10036,1188 6th Ave,40.757629,-73.98185,McDonald's,7,e1ccec49e0855531059035cf301a8da1607fe8ea,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,3.64309708368187
United States,NY,New York,10028,1499 3rd Ave,40.777789,-73.954515,McDonald's,8,58ae4853e9a8328413792caf5c69651adc9c6d68,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,5.54664692418165
United States,NY,New York,10007,167 Chambers St,40.7163214,-74.0106988,McDonald's,9,e30bfcd996988584da31b3d38bd19fe29129a6ca,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,0.476678597393801
United States,NY,New York,10021,1286 1st Avenue,40.765888,-73.957161,McDonald's,10,ed5443767b9be8e3bc6ac98b277159503bb6cdd6,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,4.78430110414328
United States,NY,New York,10017,18 E 42nd St,40.753042,-73.98028,McDonald's,11,04be466cbc32cbab5f63eff93a3a50b53d10d2d7,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,3.39293387497648
United States,NY,New York,10032,4040 Broadway,40.842594,-73.938972,McDonald's,12,c1d2a55f13070d1942a7aad89b65e3a6158d4a7b,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,9.92411927007939
United States,NY,New York,10036,688 8th Ave,40.758118,-73.988945,McDonald's,13,fc578d0229786d8a8ed92d59230b2e467cdbf807,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,3.54090277888052
United States,NY,New York,10019,946 8th Ave,40.765877,-73.983273,McDonald's,14,6ac64feb8175e0a77bfa8fb4734ae9403ed26a10,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,4.14451399936073
United States,NY,New York,10016,480 3rd Ave,40.744904,-73.978949,McDonald's,15,1b51f83e65d7cc3040fb621f8103fb5dbe50a729,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,2.94326778833655
United States,NY,New York,10001,490 8th Ave,40.75251,-73.993004,McDonald's,16,ca952e63b3db7598a4f4b2bc798871f2246dac5a,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,3.10747587089747
United States,NY,New York,10002,114 Delancey St,40.71883,-73.988281,McDonald's,17,6eb3d60b47200511058514db0cb8ca331025a9b1,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,1.31344861976048
United States,NY,New York,10007,317 Broadway,40.715771,-74.005234,McDonald's,18,19190dd71bbb288cf26982ad55a2788add228306,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,0.506001377729323
United States,NY,New York,10003,39 Union Square W,40.736977,-73.990517,McDonald's,19,d199e5d291a533b05158841d85ac228af5322ed7,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,2.16113929886806
United States,NY,New York,10036,1560 Broadway,40.758728,-73.984779,McDonald's,20,6178f775e2f73a92798f759182ae50e062f39cf1,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,3.65426872590714
United States,NY,New York,10003,724 Broadway,40.729197,-73.993408,McDonald's,21,4149936b88489beee3a769f4fb3f183cd998d43d,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,1.62067701610585
United States,NY,New York,10002,213 Madison St,40.712839,-73.989226,McDonald's,22,83663f7ecc227c4d92396be9242fcd999db0d3f6,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,1.117492041171
United States,NY,New York,10001,335 8th Ave,40.747569,-73.997088,McDonald's,23,c931a6b198225390e9b51a6995984a336741ab7c,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,2.72108062171936
United States,NY,New York,10032,3809 Broadway,40.835319,-73.944335,McDonald's,24,45a150593f1cfdb64fa3f11bea62132fb9f6064a,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,9.35326972627647
United States,NY,New York,10010,26 E 23rd St,40.740654,-73.987856,McDonald's,25,1dd50e04793d5d9a653e9ed1045e51dd6a370d9a,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,2.45087531667088
United States,NY,New York,10029,1871 2nd Ave,40.784657,-73.947028,McDonald's,26,8b6ee847fdf8cab06005128ea1a27990d3db5f60,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,6.15672432603808
United States,NY,New York,10001,151 W 34th St,40.750779,-73.989538,McDonald's,27,2329a75c3855fa5d600e09194a933e9632be1933,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,3.05228110821911
United States,NY,New York,10011,541 6th Ave,40.737864,-73.996726,McDonald's,28,79e1b0582a5064b1e8676aa145e3a1856a98f124,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,2.08491857265559
United States,NY,New York,10029,1997 3rd Ave,40.793869,-73.942726,McDonald's,29,49ec92c9a1e2f20b25640287d89eae2c92d9ad56,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,6.81628678039174
United States,NY,New York,10010,686 6th Ave,40.741928,-73.993286,McDonald's,30,397b08428185e050051bb0c1ba3efd4c0df847a4,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,2.41104756096678
United States,NY,New York,10016,401 Park Ave S,40.743156,-73.98393,McDonald's,31,cd628db160693e5c65bf7e0eb6501c9cc2b39035,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,2.70243452557303
United States,NY,New York,10029,1872 3rd Ave,40.789984,-73.946077,McDonald's,32,680fd4c13e684660f585f7a4ee12af68c8036bb8,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,6.49589403484288
United States,NY,New York,10018,972 6th Ave,40.7508074,-73.9868106,McDonald's,33,b4f58c9bdc290e7e58a3eb0efd619f6e126721a3,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,3.10729712460858
United States,NY,New York,10030,2379 Adam Clayton Powell Jr Blvd,40.8179362,-73.9413396,McDonald's,34,519a275632e3e018648fbf73cac0c52bb6151c26,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,8.31507435277477
United States,NY,New York,10009,102 1st Avenue,40.7265241,-73.9857637,McDonald's,35,8d3607039293289e5ea8586b310e15f9f1c1e7cd,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,1.73666175949025
United States,NY,New York,10009,404 E 14th St,40.731014,-73.982277,McDonald's,36,0bde6bc758d13b945e3fdc59202de2b88ad57404,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,2.08399131990155
United States,NY,New York,10025,2726 Broadway,40.800014,-73.967846,McDonald's,37,e4a67410c8b580ea9d2318e432692de1f17aa666,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,6.63721718237556
United States,NY,New York,10017,14 E 47th St,40.756223,-73.977799,McDonald's,38,256c625a925e9d1e3caa362a43b750e2f3fa430e,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,3.64784759936504
United States,NY,New York,10034,608 W 207th St,40.867396,-73.921301,McDonald's,39,d97388fb167f6603df9dd13c81bd527081ac7d7d,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,11.8610226450116
United States,NY,New York,10040,208 Dyckman St,40.86508,-73.927202,McDonald's,40,dceb85d7c0dabbe2051ff1759a83541a9138369c,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,11.5950437996125
United States,NY,New York,10030,444 Lenox Ave,40.812233,-73.94178,McDonald's,41,9b9d51aea5b0875d41418c16daccaec539006e20,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,7.95132071230979
United States,NY,New York,10022,824 3rd Avenue 50th St,40.756163,-73.970751,McDonald's,42,8ce134aa7bfdf7d338cb45c794ae2e8dbeb023df,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,3.82932529171921
United States,NY,New York,10035,2142 3rd Ave,40.798618,-73.939789,McDonald's,43,3993af8aa90a398f719fdd5923ca4de5f6fb6c0d,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,7.17665588336034
United States,NY,New York,10010,336 E 23rd St,40.736945,-73.979165,McDonald's,44,10d11f96c8278f8ec1b9e863f167080b9eb4aeff,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,2.49673909288016
United States,NY,New York,10025,2549 Broadway,40.7944057,-73.9724118,McDonald's,45,70ef25fc0c0cc2808b3affedad1211dc74b194b1,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,6.19302522951694
United States,NY,New York,10035,145 E 125th St,40.8045355,-73.9370561,McDonald's,46,8f7558d3f6d16435d9be8026ad52dff9de2a235d,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,7.60143787731013
United States,NY,New York,10033,4259 Broadway,40.850094,-73.936035,McDonald's,47,5298cd69a55ab40058709cd3a58013500bc06263,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,10.4621810150129
United States,NY,New York,10014,208 Varick St,40.728794,-74.00509,McDonald's,48,4dc56f72363cdc3f79014371bde317bdc8d088f7,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,1.36272059000695
United States,NY,New York,10027,354 W 125th St,40.81078,-73.953039,McDonald's,49,55f359169d322c1b8eaf4230b2d43c54c4f34ef6,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,7.61197862142879
United States,NY,New York,10031,3543-49 Broadway,40.826694,-73.95063,McDonald's,50,d3c3d085ff72b6c56e1087b20ef4cc926d2ff7f7,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,8.67846996969476
United States,NY,New York,10012,136 W 3rd St,40.730804,-74.001076,McDonald's,51,adf875c67ebb3348052c8ea3323cb0a7ee145915,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,1.54981340554518
United States,NY,New York,10027,148 W 125th St,40.808569,-73.947756,McDonald's,52,7bb7d7bd7feaa6d94fdd30de63399f0d84ad87e8,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,7.58642992092562
United States,NY,New York,10001,12 Pennsylvania Plaza,40.750164,-73.992559,McDonald's,53,23b99aa265a1ff921cecb1133b8118975417ff96,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,2.95975608671007
United States,NY,New York,10031,3410 Broadway 138th St,40.822008,-73.953332,McDonald's,54,e6bdbb99495425ca74ae56d754c5c7c724d11ac4,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,8.325583607813
United States,NY,New York,10463,5201 Broadway,40.874682,-73.909945,McDonald's,55,1102c7446cb9bed8562c9bac4d4474eb6501cef1,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,12.5616008832645
United States,NY,New York,10013,262 Canal St,40.718587,-74.001052,McDonald's,56,6f074ee0405dc3bae95a1034af95fe6687d7c654,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,0.789580017614405
United States,NY,New York,10027,600 W 125th St,40.8159407,-73.9589095,McDonald's,57,c014b6bc229fe62b80f521a93a6a930b65699d1c,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,7.83084542308795
United States,NY,New York,10036,691 8th Ave,40.7584328,-73.9892194,Shake Shack,1,8c6f1c2d93a91d29236defcd45c7f7f21f796772,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,3.55713061301284
United States,NY,New York,10017,49 E 42nd St,40.7526349,-73.9771362,Shake Shack,2,447b34b371b359cc494deaf010e311a263e7e72a,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,3.44734120375395
United States,NY,New York,10038,"200 Broadway, 2nd Floor",40.710446,-74.008924,Shake Shack,3,1169086c4118ab47c1500052d2abc4953c057438,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,0.0924898453298651
United States,NY,New York,10010,Madison Ave & E 23rd St,40.7413394,-73.9883421,Shake Shack,4,0e28bc4833c6f765137be39606da6ed879474f91,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,2.48086473175545
United States,NY,New York,10024,366 Columbus Ave,40.7808622,-73.9765412,Shake Shack,5,1d2d0198ea2efdf4610ff4d947f60e9261dad722,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,5.23802982546776
United States,NY,New York,10018,1333 Broadway,40.7511733,-73.9879366,Shake Shack,6,baf8068071fe6629d725f049543ad45fe8145469,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,3.10809181480072
United States,NY,New York,10282,215 Murray Street,40.715234,-74.014904,Shake Shack,7,aa21317c465f18886c3283a7abcf4b5eceaa1f60,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,0.473331264205573
United States,NY,New York,10028,154 East 86th St,40.778956,-73.955017,Shake Shack,8,2a5613d74e0e17d982b3e3ac6696110e78d8ee95,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,5.60187763986491
United States,NY,New York,10016,600 3rd Ave,40.7494512,-73.975771,Shake Shack,9,e87306c6e6b733bb3ada0a3258f9b991521139ea,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,3.29717633460668
United States,NY,New York,10119,1 Pennsylvania Plaza,40.751165,-73.992465,Shake Shack,10,7fca25e4b37f21e30226ae41054c54b58b67ee7a,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,3.02708038444438
United States,NY,New York,10003,51 Astor Pl,40.7300841,-73.9897506,Shake Shack,11,f61eff631bc33f358f7d4b0082fe9c48618c7482,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,1.78014657238789
United States,NY,New York,10025,2957 Broadway,40.8079732,-73.9643219,Shake Shack,12,a48964fdcf3f748e43cb2e7d053bd7cc45150fbc,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,7.21713714589152
United States,NY,New York,10004,2 Broadway,40.704264,-74.0129759,Chipotle Mexican Grill,1,9e20b4c228c3f175ca86721cdbd5856d4592dd7e,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,0.388212714521993
United States,NY,New York,10028,1497 3rd Ave,40.7777046,-73.9544629,Chipotle Mexican Grill,2,10d34a921dd51232b8a639727aae9fdc1eb0c1ce,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,5.54311577286135
United States,NY,New York,10020,129 W 48th St,40.7594755,-73.9825798,Chipotle Mexican Grill,3,42ef53994f39a39e6a390bc05159f1697e7ca085,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,3.745193062018
United States,NY,New York,10003,117 E 14th St,40.7342514,-73.9888535,Chipotle Mexican Grill,4,93eff4389d380cdb9fb9d856f36cc1d6785f31d6,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,2.04340052722629
United States,NY,New York,10013,404 Broadway,40.7187414,-74.0021158,Chipotle Mexican Grill,5,dddf8824baa2ecfaa07f20113addc504110252a0,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,0.766435886227419
United States,NY,New York,10025,2843 Broadway #110,40.804479,-73.966848,Chipotle Mexican Grill,6,2ed2a69d9306eee32f7feb748a5383856051c098,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,6.94568187573667
United States,NY,New York,10019,854 8th Ave,40.763074,-73.985333,Chipotle Mexican Grill,7,8315176b9cd80f78098ba1523c62071709be58f0,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,3.92593805105252
United States,NY,New York,10019,1379 6th Ave,40.7636258,-73.9781183,Chipotle Mexican Grill,8,3fefd08fa3d6c193ed99fee6dc7906713e22c464,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,4.10105269543273
United States,NY,New York,10024,2298 Broadway,40.786191,-73.977863,Chipotle Mexican Grill,9,05cd1fdae128118f2497b55431d31201a7b4ac96,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,5.56489126532385
United States,NY,New York,10032,4009 Broadway,40.8415134,-73.9398782,Chipotle Mexican Grill,10,ccb865825864340e2a4bbce668b15f57620f30a5,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,9.83715048852167
United States,NY,New York,10012,71 Spring St,40.7226734,-73.9974961,Chipotle Mexican Grill,11,4ae8c32c2e3f33e59b9692487e7f96b9e49d8cac,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,1.12737731925043
United States,NY,New York,10118,350 5th Ave #4,40.7484698,-73.9849598,Chipotle Mexican Grill,12,99abf42c5c8115b1113a1554e54bdbdd258e4f51,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,3.00061704001465
United States,NY,New York,10036,9 W 42nd St,40.7539944,-73.9815586,Chipotle Mexican Grill,13,83e205175e30c692a38acc1ea766de36594cedd0,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,3.42174555140969
United States,NY,New York,10012,405 6th Ave,40.7335363,-73.9998762,Chipotle Mexican Grill,14,4172327e6fd83700ec92805b26a0deb988d5c7d1,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,1.74876171382336
United States,NY,New York,10023,269 Amsterdam Ave,40.7789426,-73.9811407,Chipotle Mexican Grill,15,0b935626832b87ba21492965302188abf10bafb5,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,5.03567012030989
United States,NY,New York,10001,283 7th Ave,40.746033,-73.9939855,Chipotle Mexican Grill,16,ad8cc1989c85f047111a5a18704644bef60040cf,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,2.66530549189143
United States,NY,New York,10018,501 7th Ave,40.7531014,-73.9888557,Chipotle Mexican Grill,17,6f5636ce9f61e8f5fdc735b0077bc3ef69a3c5f7,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,3.21511344340224
United States,NY,New York,10011,149 8th Ave,40.7420513,-74.001233,Chipotle Mexican Grill,18,da3097f11dc81fe2a6d17259ecf5901e27a6c09c,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,2.30054859842114
United States,NY,New York,10012,625 Broadway,40.7260368,-73.9964783,Chipotle Mexican Grill,19,990d9c75519e834390bf743abb05935cce65747a,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,1.35022731231242
United States,NY,New York,10003,864 Broadway,40.737323,-73.990008,Chipotle Mexican Grill,20,bade690feac3f3bf834a70f8f8bf052103973a47,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,2.19485727660979
United States,NY,New York,10021,1288 1st Avenue,40.7659736,-73.9570331,Chipotle Mexican Grill,21,1a2fcb742fc5eb94dfb194f02a61b4b6dcaf502c,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,4.79299990546457
United States,NY,New York,10280,325 South End Ave,40.7107045,-74.0163744,Chipotle Mexican Grill,22,ab5492a7526ad5af9d0f7e9149b071f8106a1be1,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,0.340776142975875
United States,NY,New York,10018,28 W 40th St,40.75271,-73.9833371,Chipotle Mexican Grill,23,78d4a370db4b574d5b88eda87443558d9f64bdc3,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,3.30156978496614
United States,NY,New York,10065,1020 3rd Ave,40.7625844,-73.9660549,Chipotle Mexican Grill,24,e793cff7b3ff0c0c9807fdbe28232bbc4f6e4e00,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,4.33565887509231
United States,NY,New York,10025,805 Columbus Ave,40.7950517,-73.9655899,Chipotle Mexican Grill,25,71beab0f67611c1cf31cee1e69aba8df023e1c14,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,6.35730064822621
United States,NY,New York,10001,234 5th Ave,40.7442733,-73.9879057,Chipotle Mexican Grill,26,ad834a438c37f84c3f0da12f9d1e929a0cc4fc8c,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,2.67243479327839
United States,NY,New York,10036,25 W 45th St,40.7561529,-73.9806861,Chipotle Mexican Grill,27,d667935a6806b097bde4853f7e159573c04958cb,United States,NY,New York,10038,160 Broadway,40.709438,-74.010086,McDonald's,1,3cdef2772d2e16e365b0d78530a7ada01b68ae3c,3.57593521940483
